"";"x.17";"x.18";"x.19";"x.20";"classes"
"1482";68;71;79;59;"very damp grey soil"
"1483";64;71;75;56;"very damp grey soil"
"1484";64;68;71;52;"very damp grey soil"
"1485";64;71;71;56;"very damp grey soil"
"1486";60;71;75;56;"very damp grey soil"
"1487";64;68;71;52;"very damp grey soil"
"1488";64;75;75;56;"very damp grey soil"
"1489";68;71;71;56;"very damp grey soil"
"1490";64;71;71;59;"very damp grey soil"
"1491";71;75;75;59;"very damp grey soil"
"1492";68;71;67;56;"very damp grey soil"
"1493";68;71;71;59;"very damp grey soil"
"1494";68;75;71;56;"very damp grey soil"
"1495";68;71;75;56;"very damp grey soil"
"1496";68;75;75;59;"very damp grey soil"
"1497";71;75;75;59;"very damp grey soil"
"1498";76;87;83;74;"very damp grey soil"
"1499";71;75;87;74;"vegetation stubble"
"1500";64;71;87;78;"vegetation stubble"
"1501";64;64;87;78;"vegetation stubble"
"1502";64;71;87;74;"vegetation stubble"
"1503";64;71;87;78;"vegetation stubble"
"1504";68;71;87;74;"vegetation stubble"
"1505";68;75;87;74;"vegetation stubble"
"1506";68;75;83;67;"vegetation stubble"
"1507";71;75;83;70;"very damp grey soil"
"1508";71;71;87;74;"very damp grey soil"
"1509";60;61;87;74;"vegetation stubble"
"1510";56;54;83;70;"vegetation stubble"
"1511";56;57;79;70;"vegetation stubble"
"1512";60;61;83;70;"vegetation stubble"
"1513";56;54;83;70;"vegetation stubble"
"1514";60;54;83;70;"vegetation stubble"
"1515";53;45;96;96;"cotton crop"
"1516";46;36;100;107;"cotton crop"
"1517";43;31;108;117;"cotton crop"
"1518";43;31;104;117;"cotton crop"
"1519";50;42;96;96;"cotton crop"
"1520";40;31;104;110;"cotton crop"
"1521";40;31;104;107;"cotton crop"
"1522";43;29;113;114;"cotton crop"
"1523";46;34;104;103;"cotton crop"
"1524";97;116;123;96;"grey soil"
"1525";93;111;118;92;"grey soil"
"1526";93;116;118;96;"grey soil"
"1527";97;111;118;96;"grey soil"
"1528";97;111;118;96;"grey soil"
"1529";97;116;113;92;"grey soil"
"1530";93;111;113;92;"grey soil"
"1531";88;107;109;87;"grey soil"
"1532";88;107;109;92;"grey soil"
"1533";93;111;118;92;"grey soil"
"1534";97;111;109;87;"grey soil"
"1535";97;111;113;87;"grey soil"
"1536";67;72;77;58;"very damp grey soil"
"1537";67;72;70;54;"very damp grey soil"
"1538";67;72;77;58;"very damp grey soil"
"1539";67;72;77;54;"very damp grey soil"
"1540";67;72;77;54;"very damp grey soil"
"1541";63;68;70;54;"very damp grey soil"
"1542";67;68;70;54;"very damp grey soil"
"1543";67;68;70;54;"very damp grey soil"
"1544";67;72;74;54;"very damp grey soil"
"1545";67;72;74;54;"very damp grey soil"
"1546";67;72;77;54;"very damp grey soil"
"1547";67;72;74;54;"very damp grey soil"
"1548";67;68;74;54;"very damp grey soil"
"1549";67;68;74;54;"very damp grey soil"
"1550";67;72;74;58;"very damp grey soil"
"1551";67;72;70;58;"very damp grey soil"
"1552";67;72;70;58;"very damp grey soil"
"1553";71;72;74;58;"very damp grey soil"
"1554";71;75;77;67;"very damp grey soil"
"1555";75;83;85;67;"very damp grey soil"
"1556";75;83;85;71;"very damp grey soil"
"1557";79;95;96;75;"very damp grey soil"
"1558";71;75;93;79;"vegetation stubble"
"1559";67;68;93;79;"vegetation stubble"
"1560";67;68;89;75;"vegetation stubble"
"1561";67;72;81;67;"vegetation stubble"
"1562";67;72;81;67;"vegetation stubble"
"1563";67;68;81;67;"vegetation stubble"
"1564";67;72;85;67;"vegetation stubble"
"1565";67;75;81;67;"very damp grey soil"
"1566";71;79;89;71;"very damp grey soil"
"1567";71;79;93;71;"very damp grey soil"
"1568";67;68;89;75;"vegetation stubble"
"1569";63;61;93;79;"vegetation stubble"
"1570";63;58;85;75;"vegetation stubble"
"1571";63;64;77;62;"vegetation stubble"
"1572";71;75;85;71;"damp grey soil"
"1573";48;37;104;104;"cotton crop"
"1574";48;34;104;108;"cotton crop"
"1575";44;29;109;121;"cotton crop"
"1576";44;29;104;121;"cotton crop"
"1577";51;40;96;96;"cotton crop"
"1578";44;34;100;100;"cotton crop"
"1579";44;29;100;100;"cotton crop"
"1580";44;32;104;104;"cotton crop"
"1581";44;32;109;104;"cotton crop"
"1582";44;32;109;112;"cotton crop"
"1583";99;113;117;96;"grey soil"
"1584";95;118;117;92;"grey soil"
"1585";95;113;117;96;"grey soil"
"1586";104;113;127;96;"grey soil"
"1587";95;113;112;89;"grey soil"
"1588";95;113;112;89;"grey soil"
"1589";90;104;117;89;"grey soil"
"1590";95;109;112;89;"grey soil"
"1591";99;113;117;92;"grey soil"
"1592";95;109;117;89;"grey soil"
"1593";95;109;117;89;"grey soil"
"1594";90;113;112;92;"grey soil"
"1595";90;109;108;89;"grey soil"
"1596";70;75;84;63;"very damp grey soil"
"1597";63;71;69;55;"very damp grey soil"
"1598";63;75;76;59;"very damp grey soil"
"1599";66;75;73;55;"very damp grey soil"
"1600";63;71;73;55;"very damp grey soil"
"1601";66;75;73;59;"very damp grey soil"
"1602";66;79;80;59;"very damp grey soil"
"1603";66;71;73;55;"very damp grey soil"
"1604";66;71;73;55;"very damp grey soil"
"1605";66;71;69;55;"very damp grey soil"
"1606";66;71;73;55;"very damp grey soil"
"1607";66;71;69;55;"very damp grey soil"
"1608";70;71;73;55;"very damp grey soil"
"1609";66;71;73;59;"very damp grey soil"
"1610";70;79;88;66;"very damp grey soil"
"1611";70;79;88;66;"very damp grey soil"
"1612";78;83;84;66;"very damp grey soil"
"1613";78;83;92;70;"very damp grey soil"
"1614";78;83;88;74;"very damp grey soil"
"1615";70;79;96;78;"very damp grey soil"
"1616";70;79;92;81;"vegetation stubble"
"1617";66;71;88;78;"vegetation stubble"
"1618";66;71;92;74;"vegetation stubble"
"1619";66;71;80;66;"vegetation stubble"
"1620";66;71;80;66;"vegetation stubble"
"1621";66;71;80;66;"vegetation stubble"
"1622";66;75;80;70;"very damp grey soil"
"1623";70;79;88;74;"damp grey soil"
"1624";66;63;80;70;"vegetation stubble"
"1625";66;71;76;63;"damp grey soil"
"1626";70;79;92;70;"damp grey soil"
"1627";74;87;96;78;"damp grey soil"
"1628";46;32;104;111;"cotton crop"
"1629";43;32;104;114;"cotton crop"
"1630";46;34;104;118;"cotton crop"
"1631";40;29;112;122;"cotton crop"
"1632";43;27;108;125;"cotton crop"
"1633";49;40;96;100;"cotton crop"
"1634";49;40;92;92;"cotton crop"
"1635";43;29;104;107;"cotton crop"
"1636";43;32;100;103;"cotton crop"
"1637";96;112;119;90;"grey soil"
"1638";96;112;114;94;"grey soil"
"1639";96;117;119;94;"grey soil"
"1640";96;112;119;94;"grey soil"
"1641";96;112;114;98;"grey soil"
"1642";92;112;119;90;"grey soil"
"1643";92;112;114;90;"grey soil"
"1644";92;112;114;90;"grey soil"
"1645";92;108;114;90;"grey soil"
"1646";96;108;110;90;"grey soil"
"1647";96;117;119;94;"grey soil"
"1648";92;117;114;90;"grey soil"
"1649";92;108;105;86;"grey soil"
"1650";87;99;105;83;"grey soil"
"1651";75;84;90;68;"very damp grey soil"
"1652";75;77;82;57;"very damp grey soil"
"1653";63;70;75;53;"very damp grey soil"
"1654";59;66;72;53;"very damp grey soil"
"1655";63;66;75;57;"very damp grey soil"
"1656";67;73;79;57;"very damp grey soil"
"1657";67;73;75;60;"very damp grey soil"
"1658";67;73;82;60;"very damp grey soil"
"1659";67;81;82;60;"very damp grey soil"
"1660";63;77;75;60;"very damp grey soil"
"1661";71;84;86;64;"very damp grey soil"
"1662";71;81;79;68;"very damp grey soil"
"1663";71;73;82;60;"very damp grey soil"
"1664";67;73;72;57;"very damp grey soil"
"1665";63;70;72;57;"very damp grey soil"
"1666";63;70;68;57;"very damp grey soil"
"1667";71;81;82;64;"very damp grey soil"
"1668";71;81;86;68;"very damp grey soil"
"1669";71;81;79;64;"very damp grey soil"
"1670";67;73;79;60;"very damp grey soil"
"1671";75;81;82;64;"very damp grey soil"
"1672";75;84;82;68;"very damp grey soil"
"1673";75;91;97;75;"very damp grey soil"
"1674";83;99;105;75;"very damp grey soil"
"1675";79;84;93;75;"very damp grey soil"
"1676";67;73;90;75;"vegetation stubble"
"1677";63;70;86;75;"vegetation stubble"
"1678";63;70;82;72;"vegetation stubble"
"1679";63;66;82;68;"vegetation stubble"
"1680";63;70;82;68;"vegetation stubble"
"1681";67;73;86;72;"very damp grey soil"
"1682";71;77;90;72;"very damp grey soil"
"1683";71;81;90;75;"damp grey soil"
"1684";75;77;86;68;"damp grey soil"
"1685";67;66;75;60;"damp grey soil"
"1686";67;66;68;60;"damp grey soil"
"1687";71;73;75;60;"damp grey soil"
"1688";71;77;79;64;"damp grey soil"
"1689";75;81;86;72;"damp grey soil"
"1690";59;51;101;113;"cotton crop"
"1691";42;30;101;120;"cotton crop"
"1692";46;32;105;116;"cotton crop"
"1693";46;30;110;127;"cotton crop"
"1694";46;32;110;120;"cotton crop"
"1695";49;40;97;101;"cotton crop"
"1696";46;32;110;113;"cotton crop"
"1697";42;30;105;116;"cotton crop"
"1698";42;32;105;109;"cotton crop"
"1699";93;115;114;90;"grey soil"
"1700";97;115;119;94;"grey soil"
"1701";97;115;119;97;"grey soil"
"1702";93;111;114;90;"grey soil"
"1703";93;111;114;94;"grey soil"
"1704";93;111;114;87;"grey soil"
"1705";89;106;110;87;"grey soil"
"1706";82;88;97;73;"very damp grey soil"
"1707";78;84;89;69;"very damp grey soil"
"1708";67;71;74;55;"very damp grey soil"
"1709";67;67;70;48;"very damp grey soil"
"1710";63;67;74;51;"very damp grey soil"
"1711";60;67;78;55;"very damp grey soil"
"1712";63;71;78;55;"very damp grey soil"
"1713";67;71;78;58;"very damp grey soil"
"1714";63;75;78;58;"very damp grey soil"
"1715";67;79;82;62;"very damp grey soil"
"1716";70;75;78;58;"very damp grey soil"
"1717";67;75;82;58;"very damp grey soil"
"1718";63;75;78;58;"very damp grey soil"
"1719";67;75;82;65;"very damp grey soil"
"1720";70;75;78;65;"very damp grey soil"
"1721";67;71;74;58;"very damp grey soil"
"1722";67;75;78;62;"very damp grey soil"
"1723";70;75;82;62;"very damp grey soil"
"1724";70;79;82;65;"very damp grey soil"
"1725";70;79;85;65;"very damp grey soil"
"1726";74;79;82;65;"very damp grey soil"
"1727";74;79;85;62;"very damp grey soil"
"1728";67;79;85;62;"very damp grey soil"
"1729";67;84;89;69;"very damp grey soil"
"1730";78;92;93;73;"very damp grey soil"
"1731";78;92;93;76;"very damp grey soil"
"1732";78;92;93;76;"very damp grey soil"
"1733";70;84;97;80;"very damp grey soil"
"1734";70;75;93;76;"vegetation stubble"
"1735";67;75;89;76;"vegetation stubble"
"1736";67;75;89;80;"vegetation stubble"
"1737";70;75;89;76;"vegetation stubble"
"1738";67;79;89;76;"vegetation stubble"
"1739";70;84;89;73;"vegetation stubble"
"1740";70;79;85;73;"very damp grey soil"
"1741";74;84;89;76;"damp grey soil"
"1742";74;84;97;76;"damp grey soil"
"1743";74;88;97;76;"damp grey soil"
"1744";74;79;89;73;"damp grey soil"
"1745";67;79;85;65;"damp grey soil"
"1746";67;75;78;62;"damp grey soil"
"1747";67;75;78;65;"damp grey soil"
"1748";70;84;89;76;"damp grey soil"
"1749";74;79;97;94;"cotton crop"
"1750";53;43;105;115;"cotton crop"
"1751";47;34;101;111;"cotton crop"
"1752";44;31;105;122;"cotton crop"
"1753";44;31;110;129;"cotton crop"
"1754";42;27;110;129;"cotton crop"
"1755";44;29;101;115;"cotton crop"
"1756";101;120;120;98;"grey soil"
"1757";92;115;115;94;"grey soil"
"1758";92;111;111;91;"grey soil"
"1759";92;111;115;91;"grey soil"
"1760";88;106;111;91;"grey soil"
"1761";84;106;111;83;"damp grey soil"
"1762";84;106;111;83;"damp grey soil"
"1763";80;106;102;79;"damp grey soil"
"1764";80;94;94;72;"very damp grey soil"
"1765";72;85;82;68;"very damp grey soil"
"1766";64;69;71;54;"very damp grey soil"
"1767";64;69;71;54;"very damp grey soil"
"1768";64;69;74;54;"very damp grey soil"
"1769";64;69;74;57;"very damp grey soil"
"1770";64;73;74;57;"very damp grey soil"
"1771";64;73;74;61;"very damp grey soil"
"1772";64;73;82;61;"very damp grey soil"
"1773";64;73;78;57;"very damp grey soil"
"1774";64;73;78;61;"very damp grey soil"
"1775";68;73;78;57;"very damp grey soil"
"1776";64;73;82;61;"very damp grey soil"
"1777";64;73;78;57;"very damp grey soil"
"1778";64;69;78;61;"very damp grey soil"
"1779";68;73;78;61;"very damp grey soil"
"1780";68;77;82;61;"very damp grey soil"
"1781";68;77;78;61;"very damp grey soil"
"1782";72;81;82;65;"very damp grey soil"
"1783";72;85;86;68;"very damp grey soil"
"1784";76;89;94;76;"very damp grey soil"
"1785";76;98;98;76;"very damp grey soil"
"1786";80;98;98;76;"very damp grey soil"
"1787";80;94;98;76;"very damp grey soil"
"1788";76;85;90;76;"very damp grey soil"
"1789";72;81;90;76;"very damp grey soil"
"1790";72;85;94;79;"damp grey soil"
"1791";72;85;98;79;"damp grey soil"
"1792";68;89;94;83;"damp grey soil"
"1793";72;85;90;76;"damp grey soil"
"1794";72;81;86;72;"damp grey soil"
"1795";68;73;78;61;"damp grey soil"
"1796";64;73;74;65;"damp grey soil"
"1797";72;81;86;72;"damp grey soil"
"1798";76;85;98;79;"damp grey soil"
"1799";68;66;106;98;"cotton crop"
"1800";50;37;102;113;"cotton crop"
"1801";47;34;106;116;"cotton crop"
"1802";44;31;111;124;"cotton crop"
"1803";41;29;111;128;"cotton crop"
"1804";47;34;102;113;"cotton crop"
"1805";47;37;106;116;"cotton crop"
"1806";60;66;94;79;"cotton crop"
"1807";97;112;118;96;"grey soil"
"1808";101;116;122;96;"grey soil"
"1809";101;112;122;96;"grey soil"
"1810";97;112;122;92;"grey soil"
"1811";92;107;118;88;"grey soil"
"1812";92;107;118;88;"grey soil"
"1813";84;99;104;81;"damp grey soil"
"1814";84;99;104;81;"damp grey soil"
"1815";84;99;108;85;"damp grey soil"
"1816";84;107;113;85;"damp grey soil"
"1817";84;107;113;85;"damp grey soil"
"1818";88;103;108;85;"damp grey soil"
"1819";84;99;104;78;"damp grey soil"
"1820";76;79;87;63;"very damp grey soil"
"1821";64;75;71;52;"very damp grey soil"
"1822";68;75;75;56;"very damp grey soil"
"1823";64;75;79;59;"very damp grey soil"
"1824";64;75;79;59;"very damp grey soil"
"1825";64;75;75;63;"very damp grey soil"
"1826";68;75;79;56;"very damp grey soil"
"1827";68;75;75;59;"very damp grey soil"
"1828";68;79;79;63;"very damp grey soil"
"1829";68;75;79;59;"very damp grey soil"
"1830";64;75;79;59;"very damp grey soil"
"1831";64;75;75;52;"very damp grey soil"
"1832";64;68;75;56;"very damp grey soil"
"1833";64;71;71;56;"very damp grey soil"
"1834";68;71;71;59;"very damp grey soil"
"1835";68;71;75;56;"very damp grey soil"
"1836";68;75;79;63;"very damp grey soil"
"1837";71;83;83;63;"very damp grey soil"
"1838";76;79;79;67;"very damp grey soil"
"1839";80;87;91;74;"very damp grey soil"
"1840";76;91;96;74;"very damp grey soil"
"1841";76;91;100;74;"very damp grey soil"
"1842";80;87;91;74;"very damp grey soil"
"1843";80;91;100;78;"very damp grey soil"
"1844";71;95;104;81;"damp grey soil"
"1845";76;91;100;81;"damp grey soil"
"1846";76;91;96;81;"damp grey soil"
"1847";76;83;87;67;"damp grey soil"
"1848";68;83;79;67;"damp grey soil"
"1849";68;79;83;67;"damp grey soil"
"1850";71;83;96;74;"damp grey soil"
"1851";71;87;96;81;"cotton crop"
"1852";60;61;104;103;"cotton crop"
"1853";46;34;104;110;"cotton crop"
"1854";43;36;104;114;"cotton crop"
"1855";40;29;113;132;"cotton crop"
"1856";40;29;113;128;"cotton crop"
"1857";50;45;100;99;"cotton crop"
"1858";68;83;87;70;"damp grey soil"
"1859";71;83;91;70;"damp grey soil"
"1860";93;116;118;92;"grey soil"
"1861";97;121;123;96;"grey soil"
"1862";97;116;123;100;"grey soil"
"1863";97;116;123;96;"grey soil"
"1864";97;111;118;96;"grey soil"
"1865";93;107;113;87;"grey soil"
"1866";88;107;109;83;"damp grey soil"
"1867";84;99;109;79;"damp grey soil"
"1868";84;103;109;79;"damp grey soil"
"1869";88;107;109;83;"damp grey soil"
"1870";84;107;113;87;"damp grey soil"
"1871";88;107;109;87;"damp grey soil"
"1872";84;99;100;79;"damp grey soil"
"1873";71;79;85;62;"very damp grey soil"
"1874";67;72;70;50;"very damp grey soil"
"1875";63;68;70;54;"very damp grey soil"
"1876";67;72;74;54;"very damp grey soil"
"1877";67;72;77;54;"very damp grey soil"
"1878";63;72;77;58;"very damp grey soil"
"1879";67;75;77;58;"very damp grey soil"
"1880";67;75;77;58;"very damp grey soil"
"1881";67;72;77;58;"very damp grey soil"
"1882";67;75;74;58;"very damp grey soil"
"1883";67;83;77;58;"very damp grey soil"
"1884";71;79;81;58;"very damp grey soil"
"1885";63;72;74;58;"very damp grey soil"
"1886";71;75;77;54;"very damp grey soil"
"1887";67;75;70;54;"very damp grey soil"
"1888";63;72;74;58;"very damp grey soil"
"1889";67;72;74;58;"very damp grey soil"
"1890";67;72;74;58;"very damp grey soil"
"1891";71;72;85;62;"very damp grey soil"
"1892";71;79;81;67;"very damp grey soil"
"1893";71;79;85;62;"very damp grey soil"
"1894";71;79;85;62;"very damp grey soil"
"1895";71;79;85;62;"very damp grey soil"
"1896";71;79;85;67;"very damp grey soil"
"1897";71;83;85;67;"very damp grey soil"
"1898";71;79;89;71;"very damp grey soil"
"1899";71;87;89;71;"very damp grey soil"
"1900";75;83;89;71;"very damp grey soil"
"1901";75;87;93;75;"very damp grey soil"
"1902";75;87;93;75;"damp grey soil"
"1903";71;79;85;67;"damp grey soil"
"1904";55;48;104;108;"cotton crop"
"1905";44;32;104;112;"cotton crop"
"1906";44;34;109;112;"cotton crop"
"1907";41;37;104;116;"cotton crop"
"1908";41;29;113;129;"cotton crop"
"1909";44;29;113;129;"cotton crop"
"1910";48;37;109;112;"cotton crop"
"1911";63;64;93;75;"cotton crop"
"1912";95;118;122;96;"grey soil"
"1913";99;118;117;96;"grey soil"
"1914";90;109;112;89;"grey soil"
"1915";86;104;112;85;"damp grey soil"
"1916";86;104;104;85;"damp grey soil"
"1917";86;104;104;81;"damp grey soil"
"1918";86;100;108;85;"damp grey soil"
"1919";86;109;112;89;"damp grey soil"
"1920";90;109;112;89;"damp grey soil"
"1921";82;100;100;81;"damp grey soil"
"1922";78;91;96;70;"very damp grey soil"
"1923";74;83;88;66;"very damp grey soil"
"1924";66;75;76;55;"very damp grey soil"
"1925";66;75;76;55;"very damp grey soil"
"1926";66;75;80;59;"very damp grey soil"
"1927";66;79;76;59;"very damp grey soil"
"1928";70;79;76;59;"very damp grey soil"
"1929";70;79;80;63;"very damp grey soil"
"1930";70;75;80;59;"very damp grey soil"
"1931";66;75;76;59;"very damp grey soil"
"1932";66;75;84;63;"very damp grey soil"
"1933";66;79;80;59;"very damp grey soil"
"1934";66;75;76;59;"very damp grey soil"
"1935";63;71;76;59;"very damp grey soil"
"1936";63;75;80;59;"very damp grey soil"
"1937";66;79;76;59;"very damp grey soil"
"1938";66;79;80;63;"very damp grey soil"
"1939";66;75;76;59;"very damp grey soil"
"1940";63;75;73;55;"very damp grey soil"
"1941";66;75;76;59;"very damp grey soil"
"1942";66;75;80;63;"very damp grey soil"
"1943";66;79;80;63;"very damp grey soil"
"1944";66;79;76;63;"very damp grey soil"
"1945";70;79;80;63;"very damp grey soil"
"1946";66;79;88;63;"very damp grey soil"
"1947";70;83;88;66;"very damp grey soil"
"1948";70;87;92;78;"damp grey soil"
"1949";70;79;84;70;"damp grey soil"
"1950";66;79;80;70;"damp grey soil"
"1951";70;79;80;66;"damp grey soil"
"1952";70;83;92;74;"damp grey soil"
"1953";74;83;100;85;"cotton crop"
"1954";46;32;108;114;"cotton crop"
"1955";46;32;104;114;"cotton crop"
"1956";43;29;108;129;"cotton crop"
"1957";46;32;108;122;"cotton crop"
"1958";52;43;92;92;"cotton crop"
"1959";66;67;80;59;"damp grey soil"
"1960";70;79;84;63;"damp grey soil"
"1961";96;117;130;98;"grey soil"
"1962";96;117;114;94;"grey soil"
"1963";87;103;105;86;"grey soil"
"1964";92;108;114;90;"grey soil"
"1965";92;108;110;94;"damp grey soil"
"1966";92;108;110;90;"damp grey soil"
"1967";83;108;114;86;"damp grey soil"
"1968";83;103;105;86;"damp grey soil"
"1969";87;103;105;83;"damp grey soil"
"1970";83;103;114;86;"damp grey soil"
"1971";87;112;119;90;"damp grey soil"
"1972";92;112;114;90;"damp grey soil"
"1973";87;103;105;83;"damp grey soil"
"1974";79;88;93;72;"very damp grey soil"
"1975";71;84;82;64;"very damp grey soil"
"1976";71;77;86;68;"very damp grey soil"
"1977";71;81;82;60;"very damp grey soil"
"1978";67;77;75;57;"very damp grey soil"
"1979";67;73;75;57;"very damp grey soil"
"1980";67;73;79;60;"very damp grey soil"
"1981";67;77;86;64;"very damp grey soil"
"1982";67;77;82;60;"very damp grey soil"
"1983";67;77;75;60;"very damp grey soil"
"1984";63;73;82;57;"very damp grey soil"
"1985";63;77;79;60;"very damp grey soil"
"1986";67;73;75;60;"very damp grey soil"
"1987";67;73;72;60;"very damp grey soil"
"1988";63;70;72;57;"very damp grey soil"
"1989";67;81;82;60;"very damp grey soil"
"1990";67;77;86;60;"very damp grey soil"
"1991";67;73;82;60;"very damp grey soil"
"1992";63;73;75;60;"very damp grey soil"
"1993";67;73;72;57;"very damp grey soil"
"1994";67;73;79;60;"very damp grey soil"
"1995";67;73;75;57;"very damp grey soil"
"1996";67;77;75;60;"very damp grey soil"
"1997";67;77;82;60;"very damp grey soil"
"1998";63;77;82;60;"very damp grey soil"
"1999";63;77;79;64;"very damp grey soil"
"2000";67;77;75;60;"very damp grey soil"
"2001";67;84;93;72;"damp grey soil"
"2002";71;81;90;72;"damp grey soil"
"2003";71;81;82;75;"damp grey soil"
"2004";49;37;97;98;"cotton crop"
"2005";52;48;90;98;"cotton crop"
"2006";59;63;90;75;"cotton crop"
"2007";67;70;86;64;"damp grey soil"
"2008";67;77;86;60;"damp grey soil"
"2009";82;88;89;73;"grey soil"
"2010";70;84;85;65;"grey soil"
"2011";85;102;105;83;"grey soil"
"2012";97;115;124;101;"grey soil"
"2013";93;120;124;97;"grey soil"
"2014";89;115;114;87;"grey soil"
"2015";85;111;114;87;"damp grey soil"
"2016";85;106;110;87;"damp grey soil"
"2017";89;106;105;87;"damp grey soil"
"2018";85;111;114;90;"damp grey soil"
"2019";89;106;110;83;"damp grey soil"
"2020";82;97;101;80;"damp grey soil"
"2021";78;88;97;73;"very damp grey soil"
"2022";70;79;82;62;"very damp grey soil"
"2023";70;79;85;62;"very damp grey soil"
"2024";67;79;82;62;"very damp grey soil"
"2025";70;79;82;58;"very damp grey soil"
"2026";67;75;78;62;"very damp grey soil"
"2027";67;79;78;62;"very damp grey soil"
"2028";63;71;78;62;"very damp grey soil"
"2029";67;75;78;58;"very damp grey soil"
"2030";67;71;82;62;"very damp grey soil"
"2031";63;75;82;62;"very damp grey soil"
"2032";63;75;78;62;"very damp grey soil"
"2033";63;79;85;62;"very damp grey soil"
"2034";67;79;82;58;"very damp grey soil"
"2035";67;75;82;62;"very damp grey soil"
"2036";67;75;82;58;"very damp grey soil"
"2037";70;79;74;58;"very damp grey soil"
"2038";63;75;74;55;"very damp grey soil"
"2039";63;75;74;62;"very damp grey soil"
"2040";63;71;78;62;"very damp grey soil"
"2041";67;75;78;62;"very damp grey soil"
"2042";67;79;82;65;"very damp grey soil"
"2043";63;79;85;65;"very damp grey soil"
"2044";63;79;89;65;"very damp grey soil"
"2045";60;79;85;65;"very damp grey soil"
"2046";67;97;101;80;"red soil"
"2047";74;102;114;90;"red soil"
"2048";74;115;119;101;"red soil"
"2049";67;84;97;80;"damp grey soil"
"2050";67;84;93;76;"damp grey soil"
"2051";70;84;89;76;"damp grey soil"
"2052";70;67;101;94;"cotton crop"
"2053";53;43;97;101;"cotton crop"
"2054";53;49;93;90;"cotton crop"
"2055";60;56;85;83;"cotton crop"
"2056";70;84;89;73;"damp grey soil"
"2057";74;88;85;73;"damp grey soil"
"2058";74;84;85;73;"damp grey soil"
"2059";70;84;93;65;"damp grey soil"
"2060";64;73;78;54;"very damp grey soil"
"2061";64;73;78;61;"very damp grey soil"
"2062";88;115;125;98;"grey soil"
"2063";97;120;120;102;"grey soil"
"2064";92;120;120;98;"grey soil"
"2065";84;111;111;91;"damp grey soil"
"2066";88;106;111;87;"damp grey soil"
"2067";88;106;111;87;"damp grey soil"
"2068";76;85;94;68;"very damp grey soil"
"2069";76;81;86;65;"very damp grey soil"
"2070";68;81;82;65;"very damp grey soil"
"2071";68;81;82;65;"very damp grey soil"
"2072";72;77;82;61;"very damp grey soil"
"2073";68;77;78;61;"very damp grey soil"
"2074";64;73;78;57;"very damp grey soil"
"2075";68;73;78;61;"very damp grey soil"
"2076";68;77;78;61;"very damp grey soil"
"2077";64;77;78;61;"very damp grey soil"
"2078";68;77;78;61;"very damp grey soil"
"2079";68;77;78;65;"very damp grey soil"
"2080";68;81;78;61;"very damp grey soil"
"2081";68;77;78;61;"very damp grey soil"
"2082";68;77;74;57;"very damp grey soil"
"2083";68;73;74;54;"very damp grey soil"
"2084";68;69;74;57;"very damp grey soil"
"2085";64;69;74;57;"very damp grey soil"
"2086";68;69;74;57;"very damp grey soil"
"2087";64;73;74;57;"very damp grey soil"
"2088";64;77;78;65;"very damp grey soil"
"2089";64;77;82;65;"very damp grey soil"
"2090";64;77;82;65;"very damp grey soil"
"2091";68;94;106;83;"red soil"
"2092";76;115;120;102;"red soil"
"2093";72;115;125;98;"red soil"
"2094";72;115;120;98;"red soil"
"2095";72;106;111;91;"red soil"
"2096";64;89;102;79;"damp grey soil"
"2097";64;81;86;72;"damp grey soil"
"2098";72;89;90;76;"damp grey soil"
"2099";72;85;90;76;"damp grey soil"
"2100";64;73;86;72;"damp grey soil"
"2101";72;94;86;72;"damp grey soil"
"2102";76;94;98;76;"damp grey soil"
"2103";76;98;98;76;"damp grey soil"
"2104";76;94;98;76;"damp grey soil"
"2105";76;89;94;72;"damp grey soil"
"2106";72;85;86;68;"damp grey soil"
"2107";64;75;79;59;"very damp grey soil"
"2108";64;75;75;59;"very damp grey soil"
"2109";76;99;104;85;"grey soil"
"2110";92;116;122;99;"grey soil"
"2111";88;107;118;92;"damp grey soil"
"2112";84;107;108;88;"damp grey soil"
"2113";84;99;108;85;"damp grey soil"
"2114";84;99;104;81;"damp grey soil"
"2115";80;91;96;74;"damp grey soil"
"2116";80;87;91;78;"damp grey soil"
"2117";71;87;91;63;"very damp grey soil"
"2118";71;83;87;67;"very damp grey soil"
"2119";68;75;75;56;"very damp grey soil"
"2120";68;75;79;59;"very damp grey soil"
"2121";68;75;79;59;"very damp grey soil"
"2122";64;79;79;59;"very damp grey soil"
"2123";64;79;79;63;"very damp grey soil"
"2124";68;79;79;67;"very damp grey soil"
"2125";64;79;79;63;"very damp grey soil"
"2126";71;83;83;67;"very damp grey soil"
"2127";68;79;79;59;"very damp grey soil"
"2128";68;75;79;56;"very damp grey soil"
"2129";64;75;79;59;"very damp grey soil"
"2130";68;79;79;59;"very damp grey soil"
"2131";68;75;75;56;"very damp grey soil"
"2132";68;75;75;59;"very damp grey soil"
"2133";68;71;75;59;"very damp grey soil"
"2134";68;75;75;59;"very damp grey soil"
"2135";64;75;79;59;"very damp grey soil"
"2136";68;79;83;63;"very damp grey soil"
"2137";64;79;83;67;"very damp grey soil"
"2138";64;75;79;63;"very damp grey soil"
"2139";64;75;83;67;"very damp grey soil"
"2140";71;103;118;96;"red soil"
"2141";76;116;122;99;"red soil"
